[2019-07-25 13:37:34] Terminal
[2019-07-25 13:37:36] Terminal
[2019-07-25 13:37:37] Terminal
[2019-07-25 13:37:38] Finder
[2019-07-25 13:37:39] Finder
[2019-07-25 13:37:40] Finder
[2019-07-25 18:22:06] Google Chrome
[2019-07-25 18:22:07] Google Chrome
[2019-07-25 18:22:08] Google Chrome
[2019-07-25 18:22:09] Google Chrome
[2019-07-25 18:22:10] Google Chrome
[2019-07-25 18:22:11] Google Chrome
[2019-07-25 18:22:13] Google Chrome
[2019-07-25 18:22:14] Google Chrome
[2019-07-25 18:22:15] Google Chrome
[2019-07-25 18:22:16] Google Chrome
[2019-07-25 18:22:17] Google Chrome
[2019-07-25 18:22:18] Google Chrome
[2019-07-25 18:22:19] Google Chrome
[2019-07-25 18:22:20] Google Chrome
[2019-07-25 18:22:21] Google Chrome
[2019-07-25 18:22:22] Google Chrome
[2019-07-25 18:22:24] Google Chrome
[2019-07-25 18:22:25] Google Chrome
[2019-07-25 18:22:26] Google Chrome
[2019-07-25 18:22:27] Google Chrome
[2019-07-25 18:22:28] Google Chrome
[2019-07-25 18:22:29] Google Chrome
[2019-07-25 18:22:30] Google Chrome
[2019-07-25 18:22:31] Google Chrome
[2019-07-25 18:22:32] Google Chrome
[2019-07-25 18:22:33] Google Chrome
[2019-07-25 18:22:35] Google Chrome
[2019-07-25 18:22:36] Google Chrome
[2019-07-25 18:22:37] Google Chrome
[2019-07-25 18:22:38] Google Chrome
[2019-07-25 18:22:39] Google Chrome
[2019-07-25 18:22:40] Google Chrome
[2019-07-25 18:22:41] Google Chrome
[2019-07-25 18:22:42] Google Chrome
[2019-07-25 18:22:43] Google Chrome
[2019-07-25 18:22:44] Google Chrome
[2019-07-25 18:22:45] Google Chrome
[2019-07-25 18:22:46] Google Chrome
[2019-07-25 18:22:48] Google Chrome
[2019-07-25 18:22:49] Google Chrome
[2019-07-25 18:22:50] Google Chrome
[2019-07-25 18:22:51] Google Chrome
[2019-07-25 18:22:52] Google Chrome
[2019-07-25 18:22:53] Google Chrome
[2019-07-25 18:22:54] Google Chrome
[2019-07-25 18:22:55] Google Chrome
[2019-07-25 18:22:56] Google Chrome
[2019-07-25 18:22:57] Google Chrome
[2019-07-25 18:22:58] Google Chrome
[2019-07-25 18:23:00] Microsoft Word
[2019-07-25 18:23:01] Microsoft Word
[2019-07-25 18:23:02] Microsoft Word
[2019-07-25 18:23:03] Microsoft Word
[2019-07-25 18:23:04] Microsoft Word
[2019-07-25 18:23:05] Microsoft Word
[2019-07-25 18:23:06] Microsoft Word
[2019-07-25 18:23:07] Microsoft Word
[2019-07-25 18:23:08] Microsoft Word
[2019-07-25 18:23:09] Microsoft Word
[2019-07-25 18:23:10] Microsoft Word
[2019-07-25 18:23:12] Google Chrome
[2019-07-25 18:23:13] Google Chrome
[2019-07-25 18:23:14] Microsoft Word
[2019-07-25 18:23:15] Microsoft Word
[2019-07-25 18:23:16] Microsoft Word
[2019-07-25 18:23:17] Microsoft Word
[2019-07-25 18:23:18] Microsoft Word
[2019-07-25 18:23:19] Microsoft Word
[2019-07-25 18:23:20] Microsoft Word
[2019-07-25 18:23:21] Microsoft Word
[2019-07-25 18:23:22] Microsoft Word
[2019-07-25 18:23:24] Microsoft Word
[2019-07-25 18:23:25] Microsoft Word
[2019-07-25 18:23:26] Microsoft Word
[2019-07-25 18:23:27] Microsoft Word
[2019-07-25 18:23:28] Microsoft Word
[2019-07-25 18:23:29] Microsoft Word
[2019-07-25 18:23:30] Microsoft Word
[2019-07-25 18:23:31] Microsoft Word
[2019-07-25 18:23:32] Microsoft Word
[2019-07-25 18:23:33] Microsoft Word
[2019-07-25 18:23:34] Microsoft Word
[2019-07-25 18:23:36] Microsoft Word
[2019-07-25 18:23:37] Microsoft Word
[2019-07-25 18:23:38] Microsoft Word
[2019-07-25 18:23:39] Microsoft Word
[2019-07-25 18:23:40] Microsoft Word
[2019-07-25 18:23:41] Microsoft Word
[2019-07-25 18:23:42] Microsoft Word
[2019-07-25 18:23:43] Microsoft Word
[2019-07-25 18:23:44] Microsoft Word
[2019-07-25 18:23:45] Microsoft Word
[2019-07-25 18:23:46] Microsoft Word
[2019-07-25 18:23:48] Microsoft Word
[2019-07-25 18:23:49] Microsoft Word
[2019-07-25 18:23:50] Microsoft Word
[2019-07-25 18:23:51] Microsoft Word
[2019-07-25 18:23:52] Microsoft Word
[2019-07-25 18:23:53] Microsoft Word
[2019-07-25 18:23:54] Microsoft Word
[2019-07-25 18:23:55] Microsoft Word
[2019-07-25 18:23:56] Microsoft Word
[2019-07-25 18:23:57] Microsoft Word
[2019-07-25 18:23:58] Microsoft Word
[2019-07-25 18:24:00] Microsoft Word
[2019-07-25 18:24:01] Microsoft Word
[2019-07-25 18:24:02] Microsoft Word
[2019-07-25 18:24:03] Microsoft Word
[2019-07-25 18:24:04] Microsoft Word
[2019-07-25 18:24:05] Microsoft Word
[2019-07-25 18:24:06] Microsoft Word
[2019-07-25 18:24:07] Microsoft Word
[2019-07-25 18:24:08] Microsoft Word
[2019-07-25 18:24:09] Microsoft Word
[2019-07-25 18:24:10] Microsoft Word
[2019-07-25 18:24:11] Microsoft Word
[2019-07-25 18:24:13] Microsoft Word
[2019-07-25 18:24:14] Microsoft Word
[2019-07-25 18:24:15] Microsoft Word
[2019-07-25 18:24:16] Microsoft Word
[2019-07-25 18:24:17] Microsoft Word
[2019-07-25 18:24:18] Microsoft Word
[2019-07-25 18:24:19] Microsoft Word
[2019-07-25 18:24:20] Microsoft Word
[2019-07-25 18:24:21] Microsoft Word
[2019-07-25 18:24:22] Microsoft Word
[2019-07-25 18:24:23] Microsoft Word
[2019-07-25 18:24:25] Microsoft Word
[2019-07-25 18:24:26] Microsoft Word
[2019-07-25 18:24:27] Microsoft Word
[2019-07-25 18:24:28] Microsoft Word
[2019-07-25 18:24:29] Microsoft Word
[2019-07-25 18:24:30] Microsoft Word
[2019-07-25 18:24:31] Microsoft Word
[2019-07-25 18:24:32] Microsoft Word
[2019-07-25 18:24:33] Microsoft Word
[2019-07-25 18:24:34] Microsoft Word
[2019-07-25 18:24:35] Microsoft Word
[2019-07-25 18:24:37] Microsoft Word
[2019-07-25 18:24:38] Microsoft Word
[2019-07-25 18:24:39] Microsoft Word
[2019-07-25 18:24:40] Microsoft Word
[2019-07-25 18:24:41] Microsoft Word
[2019-07-25 18:24:42] Microsoft Word
[2019-07-25 18:24:43] Microsoft Word
[2019-07-25 18:24:44] Microsoft Word
[2019-07-25 18:24:45] Microsoft Word
[2019-07-25 18:24:46] Microsoft Word
[2019-07-25 18:24:47] Microsoft Word
[2019-07-25 18:24:49] Microsoft Word
[2019-07-25 18:24:50] Microsoft Word
[2019-07-25 18:24:51] Microsoft Word
[2019-07-25 18:24:52] Microsoft Word
[2019-07-25 18:24:53] Microsoft Word
[2019-07-25 18:24:54] Microsoft Word
[2019-07-25 18:24:55] Microsoft Word
[2019-07-25 18:24:56] Microsoft Word
[2019-07-25 18:24:57] Microsoft Word
[2019-07-25 18:24:58] Microsoft Word
[2019-07-25 18:24:59] Microsoft Word
[2019-07-25 18:25:01] Microsoft Word
[2019-07-25 18:25:02] Microsoft Word
[2019-07-25 18:25:03] Microsoft Word
[2019-07-25 18:25:04] Microsoft Word
[2019-07-25 18:25:05] Microsoft Word
[2019-07-25 18:25:06] Microsoft Word
[2019-07-25 18:25:07] Microsoft Word
[2019-07-25 18:25:08] Microsoft Word
[2019-07-25 18:25:09] Microsoft Word
[2019-07-25 18:25:10] Microsoft Word
[2019-07-25 18:25:11] Microsoft Word
[2019-07-25 18:25:13] Microsoft Word
[2019-07-25 18:25:14] Microsoft Word
[2019-07-25 18:25:15] Microsoft Word
[2019-07-25 18:25:16] Microsoft Word
[2019-07-25 18:25:17] Microsoft Word
[2019-07-25 18:25:18] Microsoft Word
[2019-07-25 18:25:19] Microsoft Word
[2019-07-25 18:25:20] Microsoft Word
[2019-07-25 18:25:21] Microsoft Word
[2019-07-25 18:25:22] Microsoft Word
[2019-07-25 18:25:23] Microsoft Word
[2019-07-25 18:25:25] Microsoft Word
[2019-07-25 18:25:26] Microsoft Word
[2019-07-25 18:25:27] Microsoft Word
[2019-07-25 18:25:28] Microsoft Word
[2019-07-25 18:25:29] Microsoft Word
[2019-07-25 18:25:30] Microsoft Word
[2019-07-25 18:25:31] Microsoft Word
[2019-07-25 18:25:32] Microsoft Word
[2019-07-25 18:25:33] Microsoft Word
[2019-07-25 18:25:34] Microsoft Word
[2019-07-25 18:25:35] Microsoft Word
[2019-07-25 18:25:37] Microsoft Word
[2019-07-25 18:25:38] Microsoft Word
[2019-07-25 18:25:39] Microsoft Word
[2019-07-25 18:25:40] Microsoft Word
[2019-07-25 18:25:41] Microsoft Word
[2019-07-25 18:25:42] Microsoft Word
[2019-07-25 18:25:43] Microsoft Word
[2019-07-25 18:25:44] Microsoft Word
[2019-07-25 18:25:45] Microsoft Word
[2019-07-25 18:25:46] Microsoft Word
[2019-07-25 18:25:47] Microsoft Word
[2019-07-25 18:25:48] Microsoft Word
[2019-07-25 18:25:50] Microsoft Word
[2019-07-25 18:25:51] Microsoft Word
[2019-07-25 18:25:52] Microsoft Word
[2019-07-25 18:25:53] Microsoft Word
[2019-07-25 18:25:54] Microsoft Word
[2019-07-25 18:25:55] Microsoft Word
[2019-07-25 18:25:56] Microsoft Word
[2019-07-25 18:25:57] Microsoft Word
[2019-07-25 18:25:58] Microsoft Word
[2019-07-25 18:25:59] Microsoft Word
[2019-07-25 18:26:00] Microsoft Word
[2019-07-25 18:26:02] Microsoft Word
[2019-07-25 18:26:03] Microsoft Word
[2019-07-25 18:26:04] Microsoft Word
[2019-07-25 18:26:05] Microsoft Word
[2019-07-25 18:26:06] Microsoft Word
[2019-07-25 18:26:07] Microsoft Word
[2019-07-25 18:26:08] Microsoft Word
[2019-07-25 18:26:09] Microsoft Word
[2019-07-25 18:26:10] Microsoft Word
[2019-07-25 18:26:11] Microsoft Word
[2019-07-25 18:26:12] Microsoft Word
[2019-07-25 18:26:14] Microsoft Word
[2019-07-25 18:26:15] Microsoft Word
[2019-07-25 18:26:16] Microsoft Word
[2019-07-25 18:26:17] Microsoft Word
[2019-07-25 18:26:18] Microsoft Word
[2019-07-25 18:26:19] Microsoft Word
[2019-07-25 18:26:20] Microsoft Word
[2019-07-25 18:26:21] Microsoft Word
[2019-07-25 18:26:22] Microsoft Word
[2019-07-25 18:26:23] Microsoft Word
[2019-07-25 18:26:24] Microsoft Word
[2019-07-25 18:26:26] Microsoft Word
[2019-07-25 18:26:27] Microsoft Word
[2019-07-25 18:26:28] Microsoft Word
[2019-07-25 18:26:29] Google Chrome
[2019-07-25 18:26:30] Google Chrome
[2019-07-25 18:26:31] Google Chrome
[2019-07-25 18:26:32] Google Chrome
[2019-07-25 18:26:33] Google Chrome
[2019-07-25 18:26:34] Google Chrome
[2019-07-25 18:26:35] Google Chrome
[2019-07-25 18:26:36] Google Chrome
[2019-07-25 18:26:38] Google Chrome
[2019-07-25 18:26:39] Google Chrome
[2019-07-25 18:26:40] Google Chrome
[2019-07-25 18:26:41] Google Chrome
[2019-07-25 18:26:42] Google Chrome
[2019-07-25 18:26:43] Google Chrome
[2019-07-25 18:26:44] Google Chrome
[2019-07-25 18:26:45] Google Chrome
[2019-07-25 18:26:46] Google Chrome
[2019-07-25 18:26:47] Google Chrome
[2019-07-25 18:26:48] Google Chrome
[2019-07-25 18:26:50] Google Chrome
[2019-07-25 18:26:51] Google Chrome
[2019-07-25 18:26:52] Google Chrome
[2019-07-25 18:26:53] Google Chrome
[2019-07-25 18:26:54] Microsoft Word
[2019-07-25 18:26:55] Microsoft Word
[2019-07-25 18:26:56] Microsoft Word
[2019-07-25 18:26:57] Microsoft Word
[2019-07-25 18:26:58] Microsoft Word
[2019-07-25 18:26:59] Microsoft Word
[2019-07-25 18:27:00] Microsoft Word
[2019-07-25 18:27:02] Microsoft Word
[2019-07-25 18:27:03] Microsoft Word
[2019-07-25 18:27:04] Microsoft Word
[2019-07-25 18:27:05] Microsoft Word
[2019-07-25 18:27:06] Microsoft Word
[2019-07-25 18:27:07] Microsoft Word
[2019-07-25 18:27:08] Microsoft Word
[2019-07-25 18:27:09] Microsoft Word
[2019-07-25 18:27:10] Microsoft Word
[2019-07-25 18:27:11] Microsoft Word
[2019-07-25 18:27:12] Microsoft Word
[2019-07-25 18:27:14] Microsoft Word
[2019-07-25 18:27:15] Microsoft Word
[2019-07-25 18:27:16] Microsoft Word
[2019-07-25 18:27:17] Microsoft Word
[2019-07-25 18:27:18] Microsoft Word
[2019-07-25 18:27:19] Microsoft Word
[2019-07-25 18:27:20] Microsoft Word
[2019-07-25 18:27:21] Microsoft Word
[2019-07-25 18:27:22] Microsoft Word
[2019-07-25 18:27:23] Microsoft Word
[2019-07-25 18:27:24] Microsoft Word
[2019-07-25 18:27:26] Microsoft Word
[2019-07-25 18:27:27] Microsoft Word
[2019-07-25 18:27:28] Google Chrome
[2019-07-25 18:27:29] Microsoft Word
[2019-07-25 18:27:30] Microsoft Word
[2019-07-25 18:27:31] Microsoft Word
[2019-07-25 18:27:32] Microsoft Word
[2019-07-25 18:27:33] Microsoft Word
[2019-07-25 18:27:34] Google Chrome
[2019-07-25 18:27:35] Microsoft Word
[2019-07-25 18:27:36] Google Chrome
[2019-07-25 18:27:38] Google Chrome
[2019-07-25 18:27:39] Google Chrome
[2019-07-25 18:27:40] Google Chrome
[2019-07-25 18:27:41] Google Chrome
[2019-07-25 18:27:42] Google Chrome
[2019-07-25 18:27:43] Google Chrome
[2019-07-25 18:27:44] Google Chrome
[2019-07-25 18:27:45] Google Chrome
[2019-07-25 18:27:46] Google Chrome
[2019-07-25 18:27:47] AdobeReader
[2019-07-25 18:27:48] AdobeReader
[2019-07-25 18:27:50] AdobeReader
[2019-07-25 18:27:51] AdobeReader
[2019-07-25 18:27:52] AdobeReader
[2019-07-25 18:27:53] Google Chrome
[2019-07-25 18:27:54] Google Chrome
[2019-07-25 18:27:55] Google Chrome
[2019-07-25 18:27:56] Google Chrome
[2019-07-25 18:27:57] Google Chrome
[2019-07-25 18:27:58] Google Chrome
[2019-07-25 18:27:59] Google Chrome
[2019-07-25 18:28:01] Google Chrome
[2019-07-25 18:28:02] Google Chrome
[2019-07-25 18:28:03] Google Chrome
[2019-07-25 18:28:04] Google Chrome
[2019-07-25 18:28:05] Google Chrome
[2019-07-25 18:28:06] Google Chrome
[2019-07-25 18:28:07] Google Chrome
[2019-07-25 18:28:08] Google Chrome
[2019-07-25 18:28:09] Google Chrome
[2019-07-25 18:28:10] Google Chrome
[2019-07-25 18:28:12] Google Chrome
[2019-07-25 18:28:13] Google Chrome
[2019-07-25 18:28:14] Google Chrome
[2019-07-25 18:28:15] Google Chrome
[2019-07-25 18:28:16] Google Chrome
[2019-07-25 18:28:17] Google Chrome
[2019-07-25 18:28:18] Google Chrome
[2019-07-25 18:28:19] Google Chrome
[2019-07-25 18:28:20] AdobeReader
[2019-07-25 18:28:21] Google Chrome
[2019-07-25 18:28:22] Google Chrome
[2019-07-25 18:28:24] Google Chrome
[2019-07-25 18:28:25] Google Chrome
[2019-07-25 18:28:26] Microsoft Word
[2019-07-25 18:28:27] Microsoft Word
[2019-07-25 18:28:28] Microsoft Word
[2019-07-25 18:28:29] Microsoft Word
[2019-07-25 18:28:30] Microsoft Word
[2019-07-25 18:28:31] Microsoft Word
[2019-07-25 18:28:32] Microsoft Word
[2019-07-25 18:28:33] Microsoft Word
[2019-07-25 18:28:34] Microsoft Word
[2019-07-25 18:28:36] Microsoft Word
[2019-07-25 18:28:37] Microsoft Word
[2019-07-25 18:28:38] Microsoft Word
[2019-07-25 18:28:39] Microsoft Word
[2019-07-25 18:28:40] Microsoft Word
[2019-07-25 18:28:41] Microsoft Word
[2019-07-25 18:28:42] Microsoft Word
[2019-07-25 18:28:43] Microsoft Word
[2019-07-25 18:28:44] Microsoft Word
[2019-07-25 18:28:45] Microsoft Word
[2019-07-25 18:28:46] Microsoft Word
[2019-07-25 18:28:47] Microsoft Word
[2019-07-25 18:28:49] Microsoft Word
[2019-07-25 18:28:50] Microsoft Word
[2019-07-25 18:28:51] Microsoft Word
[2019-07-25 18:28:52] Microsoft Word
[2019-07-25 18:28:53] Microsoft Word
[2019-07-25 18:28:54] Microsoft Word
[2019-07-25 18:28:55] Microsoft Word
[2019-07-25 18:28:56] Microsoft Word
[2019-07-25 18:28:57] Microsoft Word
[2019-07-25 18:28:58] Microsoft Word
[2019-07-25 18:28:59] Microsoft Word
[2019-07-25 18:29:01] Microsoft Word
[2019-07-25 18:29:02] Microsoft Word
[2019-07-25 18:29:03] Microsoft Word
[2019-07-25 18:29:04] Microsoft Word
[2019-07-25 18:29:05] Microsoft Word
[2019-07-25 18:29:06] Microsoft Word
[2019-07-25 18:29:07] Microsoft Word
[2019-07-25 18:29:08] Microsoft Word
[2019-07-25 18:29:09] Microsoft Word
[2019-07-25 18:29:10] Microsoft Word
[2019-07-25 18:29:11] Google Chrome
[2019-07-25 18:29:13] Google Chrome
[2019-07-25 18:29:14] Google Chrome
[2019-07-25 18:29:15] Google Chrome
[2019-07-25 18:29:16] Google Chrome
[2019-07-25 18:29:17] Google Chrome
[2019-07-25 18:29:18] Google Chrome
[2019-07-25 18:29:19] Google Chrome
[2019-07-25 18:29:20] Google Chrome
[2019-07-25 18:29:21] Google Chrome
[2019-07-25 18:29:22] Google Chrome
[2019-07-25 18:29:24] Google Chrome
[2019-07-25 18:29:25] Google Chrome
[2019-07-25 18:29:26] Google Chrome
[2019-07-25 18:29:27] Google Chrome
[2019-07-25 18:29:28] Google Chrome
[2019-07-25 18:29:29] Google Chrome
[2019-07-25 18:29:30] Google Chrome
[2019-07-25 18:29:31] Google Chrome
[2019-07-25 18:29:32] Google Chrome
[2019-07-25 18:29:33] Google Chrome
[2019-07-25 18:29:34] Google Chrome
[2019-07-25 18:29:36] Google Chrome
[2019-07-25 18:29:37] Google Chrome
[2019-07-25 18:29:38] Google Chrome
[2019-07-25 18:29:39] Google Chrome
[2019-07-25 18:29:40] Google Chrome
[2019-07-25 18:29:41] Google Chrome
[2019-07-25 18:29:42] Google Chrome
[2019-07-25 18:29:43] Google Chrome
[2019-07-25 18:29:44] Google Chrome
[2019-07-25 18:29:46] Google Chrome
[2019-07-25 18:29:47] Google Chrome
[2019-07-25 18:29:48] Google Chrome
[2019-07-25 18:29:49] Google Chrome
[2019-07-25 18:29:50] Google Chrome
[2019-07-25 18:29:51] Google Chrome
[2019-07-25 18:29:52] Google Chrome
[2019-07-25 18:29:53] Google Chrome
[2019-07-25 18:29:54] Google Chrome
[2019-07-25 18:29:55] Google Chrome
[2019-07-25 18:29:56] Google Chrome
[2019-07-25 18:29:58] Google Chrome
[2019-07-25 18:29:59] Google Chrome
[2019-07-25 18:30:00] Google Chrome
[2019-07-25 18:30:01] Google Chrome
[2019-07-25 18:30:02] Google Chrome
[2019-07-25 18:30:03] Google Chrome
[2019-07-25 18:30:04] Google Chrome
[2019-07-25 18:30:05] Google Chrome
[2019-07-25 18:30:06] Google Chrome
[2019-07-25 18:30:07] Google Chrome
[2019-07-25 18:30:08] Google Chrome
[2019-07-25 18:30:10] Google Chrome
[2019-07-25 18:30:11] Google Chrome
[2019-07-25 18:30:12] Google Chrome
[2019-07-25 18:30:13] Google Chrome
[2019-07-25 18:30:14] Google Chrome
[2019-07-25 18:30:15] Google Chrome
[2019-07-25 18:30:16] Google Chrome
[2019-07-25 18:30:17] Google Chrome
[2019-07-25 18:30:18] Google Chrome
[2019-07-25 18:30:19] Google Chrome
[2019-07-25 18:30:20] Google Chrome
[2019-07-25 18:30:22] Google Chrome
[2019-07-25 18:30:23] Google Chrome
[2019-07-25 18:30:24] Google Chrome
[2019-07-25 18:30:25] Google Chrome
[2019-07-25 18:30:26] Google Chrome
[2019-07-25 18:30:27] Google Chrome
[2019-07-25 18:30:28] Google Chrome
[2019-07-25 18:30:29] Google Chrome
[2019-07-25 18:30:30] Google Chrome
[2019-07-25 18:30:31] Google Chrome
[2019-07-25 18:30:32] Google Chrome
[2019-07-25 18:30:34] Google Chrome
[2019-07-25 18:30:35] Google Chrome
[2019-07-25 18:30:36] Google Chrome
[2019-07-25 18:30:37] Google Chrome
[2019-07-25 18:30:38] Google Chrome
[2019-07-25 18:30:39] Google Chrome
[2019-07-25 18:30:40] Google Chrome
[2019-07-25 18:30:41] Google Chrome
[2019-07-25 18:30:42] Google Chrome
[2019-07-25 18:30:43] Google Chrome
[2019-07-25 18:30:44] Google Chrome
[2019-07-25 18:30:46] Google Chrome
[2019-07-25 18:30:47] Google Chrome
[2019-07-25 18:30:48] Google Chrome
[2019-07-25 18:30:49] Google Chrome
[2019-07-25 18:30:50] Google Chrome
[2019-07-25 18:30:51] Google Chrome
[2019-07-25 18:30:52] Google Chrome
[2019-07-25 18:30:53] Google Chrome
[2019-07-25 18:30:54] Google Chrome
[2019-07-25 18:30:55] Google Chrome
[2019-07-25 18:30:56] Google Chrome
[2019-07-25 18:30:58] Google Chrome
[2019-07-25 18:30:59] Microsoft Word
[2019-07-25 18:31:00] Microsoft Word
[2019-07-25 18:31:01] Microsoft Word
[2019-07-25 18:31:02] Microsoft Word
[2019-07-25 18:31:03] Microsoft Word
[2019-07-25 18:31:04] Microsoft Word
[2019-07-25 18:31:05] Google Chrome
[2019-07-25 18:31:06] Google Chrome
[2019-07-25 18:31:07] Google Chrome
[2019-07-25 18:31:08] Google Chrome
[2019-07-25 18:31:10] Google Chrome
[2019-07-25 18:31:11] Google Chrome
[2019-07-25 18:31:12] Google Chrome
[2019-07-25 18:31:13] Google Chrome
[2019-07-25 18:31:14] Google Chrome
[2019-07-25 18:31:15] Google Chrome
[2019-07-25 18:31:16] Google Chrome
[2019-07-25 18:31:17] Google Chrome
[2019-07-25 18:31:18] Google Chrome
[2019-07-25 18:31:19] Google Chrome
[2019-07-25 18:31:20] Google Chrome
[2019-07-25 18:31:22] Google Chrome
[2019-07-25 18:31:23] Google Chrome
[2019-07-25 18:31:24] Google Chrome
[2019-07-25 18:31:25] Google Chrome
[2019-07-25 18:31:26] Google Chrome
[2019-07-25 18:31:27] Google Chrome
[2019-07-25 18:31:28] Google Chrome
[2019-07-25 18:31:29] Google Chrome
[2019-07-25 18:31:30] Google Chrome
[2019-07-25 18:31:31] Google Chrome
[2019-07-25 18:31:33] Google Chrome
[2019-07-25 18:31:34] Google Chrome
[2019-07-25 18:31:35] Google Chrome
[2019-07-25 18:31:36] Google Chrome
[2019-07-25 18:31:37] Google Chrome
[2019-07-25 18:31:38] Google Chrome
[2019-07-25 18:31:39] Google Chrome
[2019-07-25 18:31:40] Google Chrome
[2019-07-25 18:31:41] Google Chrome
[2019-07-25 18:31:42] Google Chrome
[2019-07-25 18:31:43] Google Chrome
[2019-07-25 18:31:45] Google Chrome
[2019-07-25 18:31:46] Google Chrome
[2019-07-25 18:31:47] Google Chrome
[2019-07-25 18:31:48] Google Chrome
[2019-07-25 18:31:49] Google Chrome
[2019-07-25 18:31:50] Google Chrome
[2019-07-25 18:31:51] Google Chrome
[2019-07-25 18:31:52] Google Chrome
[2019-07-25 18:31:54] Google Chrome
[2019-07-25 18:31:55] Google Chrome
[2019-07-25 18:31:56] Google Chrome
[2019-07-25 18:31:57] Google Chrome
[2019-07-25 18:31:58] Google Chrome
[2019-07-25 18:31:59] Google Chrome
[2019-07-25 18:32:00] Google Chrome
[2019-07-25 18:32:01] Google Chrome
[2019-07-25 18:32:02] Google Chrome
[2019-07-25 18:32:03] Google Chrome
[2019-07-25 18:32:05] Google Chrome
[2019-07-25 18:32:06] Google Chrome
[2019-07-25 18:32:07] Google Chrome
[2019-07-25 18:32:08] Google Chrome
[2019-07-25 18:32:09] Google Chrome
[2019-07-25 18:32:10] Microsoft Word
[2019-07-25 18:32:11] Microsoft Word
[2019-07-25 18:32:12] Microsoft Word
[2019-07-25 18:32:13] Microsoft Word
[2019-07-25 18:32:14] Microsoft Word
[2019-07-25 18:32:15] Microsoft Word
[2019-07-25 18:32:17] Microsoft Word
[2019-07-25 18:32:18] Microsoft Word
[2019-07-25 18:32:19] Microsoft Word
[2019-07-25 18:32:20] Microsoft Word
[2019-07-25 18:32:21] Microsoft Word
[2019-07-25 18:32:22] Microsoft Word
[2019-07-25 18:32:23] Microsoft Word
[2019-07-25 18:32:24] Microsoft Word
[2019-07-25 18:32:25] Microsoft Word
[2019-07-25 18:32:26] Microsoft Word
[2019-07-25 18:32:27] Microsoft Word
[2019-07-25 18:32:28] Microsoft Word
[2019-07-25 18:32:30] Microsoft Word
[2019-07-25 18:32:31] Microsoft Word
[2019-07-25 18:32:32] Microsoft Word
[2019-07-25 18:32:33] Microsoft Word
[2019-07-25 18:32:34] Microsoft Word
[2019-07-25 18:32:35] Microsoft Word
[2019-07-25 18:32:36] Microsoft Word
[2019-07-25 18:32:37] Microsoft Word
[2019-07-25 18:32:38] Microsoft Word
[2019-07-25 18:32:39] Microsoft Word
[2019-07-25 18:32:40] Microsoft Word
[2019-07-25 18:32:42] Microsoft Word
[2019-07-25 18:32:43] Microsoft Word
[2019-07-25 18:32:44] Microsoft Word
[2019-07-25 18:32:45] Microsoft Word
[2019-07-25 18:32:46] Microsoft Word
[2019-07-25 18:32:47] Microsoft Word
[2019-07-25 18:32:48] Microsoft Word
[2019-07-25 18:32:49] Microsoft Word
[2019-07-25 18:32:50] Microsoft Word
[2019-07-25 18:32:51] Microsoft Word
[2019-07-25 18:32:52] Microsoft Word
[2019-07-25 18:32:54] Microsoft Word
[2019-07-25 18:32:55] Microsoft Word
[2019-07-25 18:32:56] Microsoft Word
[2019-07-25 18:32:57] Microsoft Word
[2019-07-25 18:32:58] Microsoft Word
[2019-07-25 18:32:59] Microsoft Word
[2019-07-25 18:33:00] Microsoft Word
[2019-07-25 18:33:01] Microsoft Word
[2019-07-25 18:33:02] Microsoft Word
[2019-07-25 18:33:03] Microsoft Word
[2019-07-25 18:33:04] Microsoft Word
[2019-07-25 18:33:06] Microsoft Word
[2019-07-25 18:33:07] Microsoft Word
[2019-07-25 18:33:08] Microsoft Word
[2019-07-25 18:33:09] Microsoft Word
[2019-07-25 18:33:10] Microsoft Word
[2019-07-25 18:33:11] Microsoft Word
[2019-07-25 18:33:12] Microsoft Word
[2019-07-25 18:33:13] Microsoft Word
[2019-07-25 18:33:14] Microsoft Word
[2019-07-25 18:33:15] Microsoft Word
[2019-07-25 18:33:16] Microsoft Word
[2019-07-25 18:33:18] Microsoft Word
[2019-07-25 18:33:19] Microsoft Word
[2019-07-25 18:33:20] Microsoft Word
[2019-07-25 18:33:21] Microsoft Word
[2019-07-25 18:33:22] Microsoft Word
[2019-07-25 18:33:23] Microsoft Word
[2019-07-25 18:33:24] Microsoft Word
[2019-07-25 18:33:25] Microsoft Word
[2019-07-25 18:33:26] Microsoft Word
[2019-07-25 18:33:27] Microsoft Word
[2019-07-25 18:33:28] Microsoft Word
[2019-07-25 18:33:30] Microsoft Word
[2019-07-25 18:33:31] Microsoft Word
[2019-07-25 18:33:32] Microsoft Word
[2019-07-25 18:33:33] Google Chrome
[2019-07-25 18:33:34] Google Chrome
[2019-07-25 18:33:35] Google Chrome
[2019-07-25 18:33:36] Google Chrome
[2019-07-25 18:33:37] Google Chrome
[2019-07-25 18:33:38] Google Chrome
[2019-07-25 18:33:39] Google Chrome
[2019-07-25 18:33:40] Google Chrome
[2019-07-25 18:33:42] Google Chrome
[2019-07-25 18:33:43] Google Chrome
[2019-07-25 18:33:44] Google Chrome
[2019-07-25 18:33:45] Google Chrome
[2019-07-25 18:33:46] Google Chrome
[2019-07-25 18:33:47] Google Chrome
[2019-07-25 18:33:48] Google Chrome
